pin_name	x	y
soc_538	2289.19572	3527.49138
soc_540	1975.59572	3527.49138
soc_542	1661.99572	3527.49138
soc_544	1348.39572	3527.49138
soc_550	3073.19572	3366.0501
soc_552	2759.59572	3366.0501
soc_554	2445.99572	3366.0501
soc_556	2132.39572	3366.0501
soc_558	1818.79572	3366.0501
soc_560	1505.19572	3366.0501
soc_567	3229.99572	3206.2464
soc_569	2916.39572	3206.2464
soc_571	2602.79572	3206.2464
soc_573	2289.19572	3206.2464
soc_575	1975.59572	3206.2464
soc_577	1661.99572	3206.2464
soc_579	1348.39572	3206.2464
soc_582	3386.79572	3044.80512
soc_584	3073.19572	3044.80512
soc_586	2759.59572	3044.80512
soc_588	2445.99572	3044.80512
soc_590	2132.39572	3044.80512
soc_592	1818.79572	3044.80512
soc_594	1505.19572	3044.80512
soc_599	3229.99572	2883.36384
soc_601	2916.39572	2883.36384
soc_603	2602.79572	2883.36384
soc_605	2289.19572	2883.36384
soc_607	1975.59572	2883.36384
soc_609	1661.99572	2883.36384
soc_611	1348.39572	2883.36384
soc_616	3073.19572	2721.92256
soc_618	2759.59572	2721.92256
soc_620	2445.99572	2721.92256
soc_622	2132.39572	2721.92256
soc_624	1818.79572	2721.92256
soc_627	3543.59572	2560.48128
soc_629	3229.99572	2560.48128
soc_631	2916.39572	2560.48128
soc_633	2602.79572	2560.48128
soc_635	2289.19572	2560.48128
soc_637	1975.59572	2560.48128
soc_639	1661.99572	2560.48128
soc_644	3073.19572	2399.04
soc_646	2759.59572	2399.04
soc_648	2445.99572	2399.04
soc_650	2132.39572	2399.04
soc_652	1818.79572	2399.04
soc_654	3073.19572	1107.50976
soc_659	3229.99572	2237.59872
soc_661	2916.39572	2237.59872
soc_663	2602.79572	2237.59872
soc_665	2289.19572	2237.59872
soc_667	1975.59572	2237.59872
soc_669	1661.99572	2237.59872
soc_671	2916.39572	946.06848
soc_674	3386.79572	2076.15744
soc_676	3073.19572	2076.15744
soc_678	2759.59572	2076.15744
soc_680	2445.99572	2076.15744
soc_682	2132.39572	2076.15744
soc_684	1818.79572	2076.15744
soc_685	3073.19572	784.6272
soc_690	3229.99572	1914.71616
soc_692	2916.39572	1914.71616
soc_694	2602.79572	1914.71616
soc_696	2289.19572	1914.71616
soc_698	1975.59572	1914.71616
soc_700	1661.99474	1914.71616
soc_702	2916.39572	623.18592
soc_707	3073.19572	1753.27488
soc_710	3543.59572	1591.8336
soc_712	3229.99572	1591.8336
soc_714	2916.39572	1591.8336
soc_719	3073.19572	1430.39232
soc_724	3229.99572	1268.95104
soc_726	2916.39572	1268.95104
soc_729	3386.79572	1107.50976
soc_736	3229.99572	946.06848
soc_743	3543.59572	623.18592
soc_745	3229.50768	623.16828
soc_749	3229.99572	461.74464
soc_767	1505.19572	6756.31698
soc_769	1818.79572	6756.31698
soc_771	2132.39572	6756.31698
soc_773	2445.99572	6756.31698
soc_775	2759.59572	6756.31698
soc_777	3073.19572	6756.31698
soc_779	3386.79572	6756.31698
soc_781	3700.39572	6756.31698
soc_782	1348.39572	7240.64082
soc_784	1661.99572	7240.64082
soc_786	1975.59572	7240.64082
soc_788	2289.19572	7240.64082
soc_790	2602.79572	7240.64082
soc_792	2916.39572	7240.64082
soc_794	3229.99572	7240.64082
soc_796	3543.59572	7240.64082
soc_797	1113.19572	3513.32352
soc_798	485.99572	3513.32352
soc_799	329.19572	3513.32352
soc_800	172.39572	3513.32352
soc_801	1191.59572	7050.86382
soc_803	877.99572	7050.86382
soc_809	93.99572	3660.59694
soc_811	564.39572	3660.59694
soc_815	93.99572	3822.03822
soc_820	1191.59572	3822.03822
soc_821	407.59572	3983.4795
soc_823	1034.79572	3983.4795
soc_826	877.99572	4144.92078
soc_828	1191.59572	4144.92078
soc_829	407.59572	4306.36206
soc_831	1034.79572	4306.36206
soc_834	877.99572	4467.80334
soc_836	1191.59572	4467.80334
soc_837	407.59572	4629.24462
soc_839	1034.79572	4629.24462
soc_842	877.99572	4790.6859
soc_844	1191.59572	4790.6859
soc_845	407.59572	4952.12718
soc_847	1034.79572	4952.12718
soc_850	877.99572	5113.56846
soc_852	1191.59572	5113.56846
soc_853	407.59572	5275.00974
soc_855	1034.79572	5275.00974
soc_858	877.99572	5436.45102
soc_860	1191.59572	5436.45102
soc_861	407.59572	5597.8923
soc_863	1034.79572	5597.8923
soc_866	877.99572	5759.33358
soc_868	1191.59572	5759.33358
soc_869	407.59572	5920.77486
soc_871	1034.79572	5920.77486
soc_874	877.99572	6082.21614
soc_876	1191.59572	6082.21614
soc_877	407.59572	6243.65742
soc_879	1034.79572	6243.65742
soc_882	877.99572	6405.0987
soc_884	1191.59572	6405.0987
soc_885	407.59572	6566.53998
soc_887	1034.79572	6566.53998
soc_890	877.99572	6727.98126
soc_892	1191.59572	6727.98126
soc_893	407.59572	6889.42254
soc_895	1034.79572	6889.42254
soc_902	2660.7	1619.92432
soc_904	2386.3	1619.92432
soc_905	2134.96332	1619.92432
soc_906	1883.03668	1619.92432
soc_908	1631.7	1619.92432
soc_909	1357.3	1619.92432
soc_952	1034.79572	3366.0501
soc_954	1191.59572	3204.60882
soc_956	877.99572	3204.60882
soc_960	1034.79572	3043.16754
soc_962	407.59572	3043.16754
soc_963	1191.59572	2881.72626
soc_965	877.99572	2881.72626
soc_968	1034.79572	2720.28498
soc_970	407.59572	2720.28498
soc_971	1191.59572	2558.8437
soc_973	877.99572	2558.8437
soc_976	1034.79572	2397.40242
soc_978	407.59572	2397.40242
soc_979	1191.59572	2235.96114
soc_981	877.99572	2235.96114
soc_984	1034.79572	2074.51986
soc_986	407.59572	2074.51986
soc_987	1191.59572	1913.07858
soc_989	877.99572	1913.07858
soc_992	1034.79572	1751.6373
soc_994	407.59572	1751.6373
soc_995	1191.59572	1590.19602
soc_997	877.99572	1590.19602
soc_1000	1034.79572	1428.75474
soc_1002	407.59572	1428.75474
soc_1003	1191.59572	1267.31346
soc_1005	877.99572	1267.31346
soc_1008	1034.79572	1105.87218
soc_1010	407.59572	1105.87218
soc_1011	1191.59572	944.4309
soc_1013	877.99572	944.4309
soc_1016	1034.79572	782.98962
soc_1018	407.59572	782.98962
soc_1019	1191.59572	621.54834
soc_1021	877.99572	621.54834
soc_1024	1034.79572	460.10706
soc_1026	407.59572	460.10706
soc_1027	1191.59572	298.66578
soc_1029	877.99572	298.66578
soc_156	2602.79572	6594.8757
